scope,case,case_name,expected_signal,expected_direction,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,sign_correct
task1,0,real_structure_null,False,0,96,1,extra_trees,6,21320761,-0.06852957135105806,0.5070520972216699,0.02084430051901668,0.8453903066977907,-0.09697668504105106,0.35,-4.698416862840282e-06,-0.00014426317457895004,0.00014485891426268402,-0.0005692724436465232,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,6,21320761,0.9088442756375475,1.8232351309871695e-37,0.29905932975531474,0.004192465834697649,0.7285987038705475,0.01,0.028490984297749964,0.019332137546091453,0.03820326624990178,0.6174275287896998,True,True,True,True,True
task1,2,injected_increment,True,1,96,1,extra_trees,6,21320761,0.42353499728703203,1.7110288769912117e-05,0.6757977114810454,2.7210681059979434e-13,0.6254044045477851,0.01,0.013956480604387662,0.008204710685034053,0.02117522557185681,0.35093623743092955,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,6,21320761,0.7662235485621269,9.365291868429948e-20,0.8861459312120451,3.839714666423249e-31,0.8210893281698333,0.01,0.05694926122268047,0.0422485319093256,0.07841293983266283,0.6648212942399669,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,6,22320764,-0.07291785782351819,0.60028192380826,-0.1036042956342822,0.47399512967756297,-0.07185195068868683,0.68,-0.0014166527521600643,-0.004644191503284425,0.0009635581433986031,-0.08413895582064353,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,6,22320764,0.8422717743472459,1.4388083799029347e-15,0.07124933062901047,0.6229372649040615,0.5021631821606154,0.01,0.01986315998914381,0.007806337296875113,0.031374377206467206,0.4090560518745129,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,6,22320764,0.3481989708404802,0.009875623337459056,0.726646071227783,2.315073911331063e-09,0.7059866202894756,0.01,0.015229738089658933,0.007074342778160718,0.0222789751972549,0.4012867809908371,True,True,True,True,True
task2,3,task_specialist,True,-1,54,1,extra_trees,6,22320764,-0.749342481417953,7.111137438355068e-11,-0.9008232909740566,5.138739677990183e-19,-0.854392986468458,0.01,0.04832749329643898,0.02734783933475012,0.07244279137148789,0.5959014521070959,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,6,30320780,0.1649756590166433,0.08796347609740739,0.15494484002477654,0.11103090696168928,0.12254016949071804,0.22,0.044832253814545045,0.03330401249525727,0.058065854227378665,0.5267216500295797,False,True,True,False,True
task1,0,real_structure_null,False,0,96,1,extra_trees,7,21330768,-0.10044763971785134,0.3301781581921561,-0.06209251766895379,0.5609785733388939,-0.03308565440956401,0.76,-1.0694744507688467e-05,-3.883591417493328e-05,1.4401355604087073e-05,-0.0014059381302245614,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,7,21330768,0.8974633749321759,3.512222356746807e-35,0.26516516227081555,0.011543463344075511,0.7267190276590838,0.01,0.032664476324438335,0.021315909717195443,0.04487659498477961,0.6363722033099416,True,True,True,True,True
