hyperparameter,source_config,destination_config,weight_sum,effective_sample_size,complexity.dist_spec_init_fft,complexity.fro_dist,complexity.fro_over_spec_fft,complexity.inverse_margin,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec_fft,complexity.log_prod_of_spec_over_margin_fft,complexity.log_spec_init_main_fft,complexity.log_spec_orig_main_fft,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec_fft,complexity.log_sum_of_spec_over_margin_fft,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin
hp.lr,-3240252346143798847,-7323353140345575227,30.144125130272823,67.11360082569078,1.0,0.0,0.0,1.0,0.0,0.0,0.555183220353161,0.7490880057608765,0.24135908129173436,0.24135908129173436,0.0,0.0,0.555183220353161,0.7490880057608765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7323353140345575227,-3240252346143798847,30.144125130272823,67.11360082569078,1.0,0.0,0.0,1.0,0.0,0.0,0.555183220353161,0.7490880057608765,0.24135908129173436,0.24135908129173436,0.0,0.0,0.555183220353161,0.7490880057608765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-3240252346143798847,7776551749831559251,14.56781685513158,34.6453638526982,1.0,0.0,0.0,1.0,0.0,0.0,0.9147656560800719,0.9603875017967884,0.6353519870133407,0.6353519870133407,0.0,0.0,0.9147656560800719,0.9603875017967884,0.0,0.0,0.09092527964656992,0.03417566404703701,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,7776551749831559251,-3240252346143798847,14.56781685513158,34.6453638526982,1.0,0.0,0.0,1.0,0.0,0.0,0.9147656560800719,0.9603875017967884,0.6353519870133407,0.6353519870133407,0.0,0.0,0.9147656560800719,0.9603875017967884,0.0,0.0,0.09092527964656992,0.03417566404703701,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-5535931521780634791,-7323353140345575227,29.781528808754363,66.59449960663164,1.0,0.0,0.0,0.9060386336703886,0.0,0.0,0.209074805474555,0.31913760687548454,0.030487700182771464,0.06406275986520019,0.0,0.0,0.209074805474555,0.31913760687548454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7323353140345575227,-5535931521780634791,29.781528808754363,66.59449960663164,1.0,0.0,0.0,0.9060386336703886,0.0,0.0,0.209074805474555,0.31913760687548454,0.030487700182771464,0.06406275986520019,0.0,0.0,0.209074805474555,0.31913760687548454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-5535931521780634791,7776551749831559251,12.661212896355424,31.394185220379008,1.0,0.0,0.0,0.8229908838272693,0.0,0.0,0.6245294727667817,0.705733376452435,0.4866281305864751,0.4866281305864751,0.0,0.0,0.6245294727667817,0.705733376452435,0.0,0.0,0.1382475188071284,0.115828563613937,0.12282641527152001,0.0,0.0,0.5,0.0,0.0
hp.lr,7776551749831559251,-5535931521780634791,12.661212896355424,31.394185220379008,1.0,0.0,0.0,0.8229908838272693,0.0,0.0,0.6245294727667817,0.705733376452435,0.4866281305864751,0.4866281305864751,0.0,0.0,0.6245294727667817,0.705733376452435,0.0,0.0,0.1382475188071284,0.115828563613937,0.12282641527152001,0.0,0.0,0.5,0.0,0.0
hp.lr,-7323353140345575227,710799268754141430,30.459565809160534,68.37109212609388,1.0,0.0,0.0,1.0,0.0,0.0,0.9407160126105859,0.9798783607859552,0.8568850011244341,0.7829512917562352,0.0,0.0,0.9407160126105859,0.9798783607859552,0.0,0.0,0.04653732355807548,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,710799268754141430,-7323353140345575227,30.459565809160534,68.37109212609388,1.0,0.0,0.0,1.0,0.0,0.0,0.9407160126105859,0.9798783607859552,0.8568850011244341,0.7829512917562352,0.0,0.0,0.9407160126105859,0.9798783607859552,0.0,0.0,0.04653732355807548,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7323353140345575227,7776551749831559251,6.0403390729699336,17.33326052328002,0.6421127275192368,0.0,0.0,0.7760586251264263,0.0,0.0,0.23663379550738625,0.23663379550738625,0.23663379550738625,0.23663379550738625,0.0,0.0,0.23663379550738625,0.23663379550738625,0.15370088604091992,0.0,0.0,0.0623811250093215,0.1412491292439018,0.0,0.0,0.5,0.0,0.0
hp.lr,7776551749831559251,-7323353140345575227,6.0403390729699336,17.33326052328002,0.6421127275192368,0.0,0.0,0.7760586251264263,0.0,0.0,0.23663379550738625,0.23663379550738625,0.23663379550738625,0.23663379550738625,0.0,0.0,0.23663379550738625,0.23663379550738625,0.15370088604091992,0.0,0.0,0.0623811250093215,0.1412491292439018,0.0,0.0,0.5,0.0,0.0
hp.lr,710799268754141430,7776551749831559251,12.811849160872583,32.652358465429494,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23975271868638703,0.09898678067925122,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,7776551749831559251,710799268754141430,12.811849160872583,32.652358465429494,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23975271868638703,0.09898678067925122,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-6994193408612061409,-7273210630990592806,49.99999990730908,100.00000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9799999999629263,0.0,0.0,1.0,1.0,0.0,0.08000000014828759,0.7899999999265928,0.9899999999823669,0.9899999999823669,0.0,0.6300000006085181,0.5,0.0,0.0
hp.lr,-7273210630990592806,-6994193408612061409,49.99999990730908,100.00000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9799999999629263,0.0,0.0,1.0,1.0,0.0,0.08000000014828759,0.7899999999265928,0.9899999999823669,0.9899999999823669,0.0,0.6300000006085181,0.5,0.0,0.0
hp.lr,-6994193408612061409,213184700992867648,11.329652492351183,30.509161811286468,0.8990671073685607,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9444098505630673,0.8273193288725281,0.0,0.0,1.0,1.0,0.04133678976877811,0.4372658607115615,0.30573364372300377,0.4669762406604747,0.42746919098005914,0.11721101255820027,0.9643536190440439,0.5,0.0,0.0
hp.lr,213184700992867648,-6994193408612061409,11.329652492351183,30.509161811286468,0.8990671073685607,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9444098505630673,0.8273193288725281,0.0,0.0,1.0,1.0,0.04133678976877811,0.4372658607115615,0.30573364372300377,0.4669762406604747,0.42746919098005914,0.11721101255820027,0.9643536190440439,0.5,0.0,0.0
hp.lr,-6994193408612061409,2238516958722682713,49.999999999999986,100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.97,0.9199999999999999,0.0,0.0,1.0,1.0,0.0,0.020000000000000007,0.63,1.0,0.99,0.0,0.3500000000000001,0.5,0.0,0.0
hp.lr,2238516958722682713,-6994193408612061409,49.999999999999986,100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.97,0.9199999999999999,0.0,0.0,1.0,1.0,0.0,0.020000000000000007,0.63,1.0,0.99,0.0,0.3500000000000001,0.5,0.0,0.0
hp.lr,-6994193408612061409,5085919256670476669,46.7003098765422,96.67720842427669,0.9785954945921043,1.0,0.0,0.9252513861452931,0.0,0.0,1.0,1.0,0.9572097447411334,0.8610138239630951,0.0,0.0,1.0,1.0,0.021236608022562047,0.4350823659540572,0.7323436926953459,0.9798294039638461,0.9172322811725688,0.0952989572596144,0.7038594985081938,0.5,0.0,0.0
hp.lr,5085919256670476669,-6994193408612061409,46.7003098765422,96.67720842427669,0.9785954945921043,1.0,0.0,0.9252513861452931,0.0,0.0,1.0,1.0,0.9572097447411334,0.8610138239630951,0.0,0.0,1.0,1.0,0.021236608022562047,0.4350823659540572,0.7323436926953459,0.9798294039638461,0.9172322811725688,0.0952989572596144,0.7038594985081938,0.5,0.0,0.0
hp.lr,-7273210630990592806,213184700992867648,49.99999999999996,100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.020000000000000018,0.40499999999999986,0.96,0.9299999999999999,0.0,0.8400000000000004,0.5,0.0,0.0
hp.lr,213184700992867648,-7273210630990592806,49.99999999999996,100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.020000000000000018,0.40499999999999986,0.96,0.9299999999999999,0.0,0.8400000000000004,0.5,0.0,0.0
hp.lr,-7273210630990592806,2238516958722682713,39.11024420751213,83.13602440060887,0.6005176012689857,0.43663905336906167,0.0,0.8844058314748118,0.0,0.0,0.4704134691628975,0.5478254500930688,0.29508072932347956,0.32050511564221634,0.0,0.0,0.4704134691628975,0.5478254500930688,0.11000816669380645,0.09400472073044283,0.37449539266256926,0.612768374446813,0.6002884117620148,0.037576508291611965,0.13079835832707104,0.5,0.0,0.0
hp.lr,2238516958722682713,-7273210630990592806,39.11024420751213,83.13602440060887,0.6005176012689857,0.43663905336906167,0.0,0.8844058314748118,0.0,0.0,0.4704134691628975,0.5478254500930688,0.29508072932347956,0.32050511564221634,0.0,0.0,0.4704134691628975,0.5478254500930688,0.11000816669380645,0.09400472073044283,0.37449539266256926,0.612768374446813,0.6002884117620148,0.037576508291611965,0.13079835832707104,0.5,0.0,0.0
hp.lr,-7273210630990592806,5085919256670476669,47.59044361909856,99.09736651161653,0.947778827383727,0.788762393113334,0.0,0.989517689829621,0.0,0.0,0.8072414267557647,0.8777747056401595,0.7031286833994506,0.6821627506738213,0.0,0.0,0.8072414267557647,0.8777747056401595,0.0,0.020876632001450235,0.7030080253403911,0.9069612266991428,0.8964570521804187,0.0,0.38166853745576856,0.5,0.0,0.0
hp.lr,5085919256670476669,-7273210630990592806,47.59044361909856,99.09736651161653,0.947778827383727,0.788762393113334,0.0,0.989517689829621,0.0,0.0,0.8072414267557647,0.8777747056401595,0.7031286833994506,0.6821627506738213,0.0,0.0,0.8072414267557647,0.8777747056401595,0.0,0.020876632001450235,0.7030080253403911,0.9069612266991428,0.8964570521804187,0.0,0.38166853745576856,0.5,0.0,0.0
hp.lr,213184700992867648,2238516958722682713,50.0,100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.335,0.99,0.94,0.0,0.65,0.5,0.0,0.0
hp.lr,2238516958722682713,213184700992867648,50.0,100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.335,0.99,0.94,0.0,0.65,0.5,0.0,0.0
hp.lr,213184700992867648,5085919256670476669,49.99420203581356,99.99997122178239,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3299884396012854,0.32002133032994123,0.8699901821558991,0.7099761761876329,0.0,0.9100028653247954,0.5,0.0,0.0
hp.lr,5085919256670476669,213184700992867648,49.99420203581356,99.99997122178239,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3299884396012854,0.32002133032994123,0.8699901821558991,0.7099761761876329,0.0,0.9100028653247954,0.5,0.0,0.0
hp.lr,2238516958722682713,5085919256670476669,49.999529007459095,99.99999981604121,1.0,0.6699989253822287,0.0,1.0,0.0,0.0,0.7999982873921961,0.89999913730596,0.5599978520398492,0.5699979462392112,0.0,0.0,0.7999982873921961,0.89999913730596,0.0,0.0,0.5100047677084566,0.9399994484453054,0.8899992217428458,0.0,0.10999926530310104,0.5,0.0,0.0
hp.lr,5085919256670476669,2238516958722682713,49.999529007459095,99.99999981604121,1.0,0.6699989253822287,0.0,1.0,0.0,0.0,0.7999982873921961,0.89999913730596,0.5599978520398492,0.5699979462392112,0.0,0.0,0.7999982873921961,0.89999913730596,0.0,0.0,0.5100047677084566,0.9399994484453054,0.8899992217428458,0.0,0.10999926530310104,0.5,0.0,0.0
hp.lr,-7242659606111544688,3331118189319425012,21.68921695721572,52.83528443652105,1.0,0.0,0.0,1.0,0.0,0.0,0.9904298064148553,0.992480489386656,0.9724341679886279,0.6642736297626243,0.0,0.0,0.9904298064148553,0.992480489386656,0.0,0.0,0.04679217903904699,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3331118189319425012,-7242659606111544688,21.68921695721572,52.83528443652105,1.0,0.0,0.0,1.0,0.0,0.0,0.9904298064148553,0.992480489386656,0.9724341679886279,0.6642736297626243,0.0,0.0,0.9904298064148553,0.992480489386656,0.0,0.0,0.04679217903904699,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7242659606111544688,3359741552718983458,4.929883121227745,16.09919098667537,1.0,0.0,0.0,0.6694919232485772,0.0,0.0,0.6036949782959835,0.7256336231754623,0.4867101116904751,0.4867101116904751,0.0,0.0,0.6036949782959835,0.7256336231754623,0.0,0.0,0.3140824250780125,0.2515049549033587,0.24599307431918072,0.0,0.0,0.5,0.0,0.0
hp.lr,3359741552718983458,-7242659606111544688,4.929883121227745,16.09919098667537,1.0,0.0,0.0,0.6694919232485772,0.0,0.0,0.6036949782959835,0.7256336231754623,0.4867101116904751,0.4867101116904751,0.0,0.0,0.6036949782959835,0.7256336231754623,0.0,0.0,0.3140824250780125,0.2515049549033587,0.24599307431918072,0.0,0.0,0.5,0.0,0.0
hp.lr,-7242659606111544688,6184732603710976658,4.139129882020953,14.399060653241943,0.7839423942107904,0.0,0.0,0.7803870548952065,0.0,0.0,0.48711200456583,0.545508057792846,0.43737329861624646,0.43737329861624646,0.0,0.0,0.48711200456583,0.545508057792846,0.0,0.0,0.836280704809674,0.836280704809674,0.836280704809674,0.0,0.0,0.5,0.0,0.0
hp.lr,6184732603710976658,-7242659606111544688,4.139129882020953,14.399060653241943,0.7839423942107904,0.0,0.0,0.7803870548952065,0.0,0.0,0.48711200456583,0.545508057792846,0.43737329861624646,0.43737329861624646,0.0,0.0,0.48711200456583,0.545508057792846,0.0,0.0,0.836280704809674,0.836280704809674,0.836280704809674,0.0,0.0,0.5,0.0,0.0
hp.lr,-7242659606111544688,8607176708427291347,24.00333904429385,57.85536807563107,1.0,0.0,0.0,1.0,0.0,0.0,0.6637550896644206,0.82825100636638,0.5735170373688981,0.42669499613850537,0.0,0.0,0.6637550896644206,0.82825100636638,0.0,0.0,0.40518800248419823,0.07475476981095497,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8607176708427291347,-7242659606111544688,24.00333904429385,57.85536807563107,1.0,0.0,0.0,1.0,0.0,0.0,0.6637550896644206,0.82825100636638,0.5735170373688981,0.42669499613850537,0.0,0.0,0.6637550896644206,0.82825100636638,0.0,0.0,0.40518800248419823,0.07475476981095497,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3331118189319425012,6184732603710976658,43.52733063837025,91.56176419791873,1.0,0.0,0.0,1.0,0.0,0.0,0.7467595388909416,0.966474059276239,0.5799969382774027,0.20949725270677208,0.0,0.0,0.7467595388909416,0.966474059276239,0.0,0.0,0.09738964639575004,0.01770839709260095,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,6184732603710976658,3331118189319425012,43.52733063837025,91.56176419791873,1.0,0.0,0.0,1.0,0.0,0.0,0.7467595388909416,0.966474059276239,0.5799969382774027,0.20949725270677208,0.0,0.0,0.7467595388909416,0.966474059276239,0.0,0.0,0.09738964639575004,0.01770839709260095,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3359741552718983458,6184732603710976658,26.82903161917848,67.55689169889294,0.917534627970188,0.0,0.0,0.9430767322763018,0.0,0.0,0.0,0.05356229192486934,0.0,0.0,0.0,0.0,0.0,0.05356229192486934,0.0,0.0,0.4131521961925006,0.3666330797257445,0.3166532803171599,0.0,0.0,0.5,0.0,0.0
hp.lr,6184732603710976658,3359741552718983458,26.82903161917848,67.55689169889294,0.917534627970188,0.0,0.0,0.9430767322763018,0.0,0.0,0.0,0.05356229192486934,0.0,0.0,0.0,0.0,0.0,0.05356229192486934,0.0,0.0,0.4131521961925006,0.3666330797257445,0.3166532803171599,0.0,0.0,0.5,0.0,0.0
hp.lr,6184732603710976658,8607176708427291347,43.174679697506576,91.7816876368918,0.9884961793556183,0.0,0.0,1.0,0.0,0.0,0.28598338804723217,0.47723331630609084,0.14728661459474424,0.08267975603943108,0.0,0.0,0.28598338804723217,0.47723331630609084,0.0,0.0,0.28646923895954374,0.1534637425899945,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8607176708427291347,6184732603710976658,43.174679697506576,91.7816876368918,0.9884961793556183,0.0,0.0,1.0,0.0,0.0,0.28598338804723217,0.47723331630609084,0.14728661459474424,0.08267975603943108,0.0,0.0,0.28598338804723217,0.47723331630609084,0.0,0.0,0.28646923895954374,0.1534637425899945,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-4447635589255582366,-7237639733387076928,9.36500539626323,28.1352138532581,1.0,0.0,0.0,1.0,0.0,0.0,0.9636540763565142,0.9636540763565142,0.9636540763565142,0.95033559128175,0.0,0.0,0.9636540763565142,0.9636540763565142,0.0,0.0,0.0694713858330238,0.3291974198637195,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7237639733387076928,-4447635589255582366,9.36500539626323,28.1352138532581,1.0,0.0,0.0,1.0,0.0,0.0,0.9636540763565142,0.9636540763565142,0.9636540763565142,0.95033559128175,0.0,0.0,0.9636540763565142,0.9636540763565142,0.0,0.0,0.0694713858330238,0.3291974198637195,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-4447635589255582366,6911666554594202450,4.270704560853475,14.89301144795014,1.0,0.0,0.0,1.0,0.0,0.0,0.9201819570805123,0.9201819570805123,0.807047355136866,0.807047355136866,0.0,0.0,0.9201819570805123,0.9201819570805123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,6911666554594202450,-4447635589255582366,4.270704560853475,14.89301144795014,1.0,0.0,0.0,1.0,0.0,0.0,0.9201819570805123,0.9201819570805123,0.807047355136866,0.807047355136866,0.0,0.0,0.9201819570805123,0.9201819570805123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7237639733387076928,904114403664813360,3.6808325269907813,12.836943888063646,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.982052680370473,0.982052680370473,0.0,0.0,1.0,1.0,0.0,0.0,0.08617330163970753,0.4369864370137234,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,904114403664813360,-7237639733387076928,3.6808325269907813,12.836943888063646,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.982052680370473,0.982052680370473,0.0,0.0,1.0,1.0,0.0,0.0,0.08617330163970753,0.4369864370137234,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-4882969206406859541,-7236446183990605731,49.9981797837461,99.99999766124674,1.0,0.0,0.0,1.0,0.0,0.0,0.9699989081687435,1.0,0.5100110179199784,0.330006851813166,0.0,0.0,0.9699989081687435,1.0,0.0,0.0,0.060002061777320315,0.13000382473553174,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7236446183990605731,-4882969206406859541,49.9981797837461,99.99999766124674,1.0,0.0,0.0,1.0,0.0,0.0,0.9699989081687435,1.0,0.5100110179199784,0.330006851813166,0.0,0.0,0.9699989081687435,1.0,0.0,0.0,0.060002061777320315,0.13000382473553174,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-4882969206406859541,-836699083123329110,49.999999999601435,100.00000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.9099999999992904,0.9899999999999203,0.16000000000124237,0.07000000000055241,0.0,0.0,0.9099999999992904,0.9899999999999203,0.0,0.0,0.015000000000119354,0.35999999999774046,0.020000000000158995,0.0,0.0,0.5,0.0,0.0
hp.lr,-836699083123329110,-4882969206406859541,49.999999999601435,100.00000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.9099999999992904,0.9899999999999203,0.16000000000124237,0.07000000000055241,0.0,0.0,0.9099999999992904,0.9899999999999203,0.0,0.0,0.015000000000119354,0.35999999999774046,0.020000000000158995,0.0,0.0,0.5,0.0,0.0
hp.lr,-4882969206406859541,8026482685841617536,30.45993036459284,72.13519300938891,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9124223593751747,0.7446372916489603,0.0,0.0,1.0,1.0,0.016356227464850156,0.0,0.22633769404658294,0.06816174699437526,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8026482685841617536,-4882969206406859541,30.45993036459284,72.13519300938891,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9124223593751747,0.7446372916489603,0.0,0.0,1.0,1.0,0.016356227464850156,0.0,0.22633769404658294,0.06816174699437526,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7236446183990605731,-836699083123329110,25.357528417074906,65.59014165165146,0.8563450991317556,0.0,0.0,1.0,0.0,0.0,0.252804312274163,0.3225444972703989,0.21944483993737243,0.252804312274163,0.0,0.0,0.252804312274163,0.3225444972703989,0.04106270360750754,0.0,0.08160213413634672,0.9505071405917217,0.9698212773982239,0.0,0.0,0.5,0.0,0.0
hp.lr,-836699083123329110,-7236446183990605731,25.357528417074906,65.59014165165146,0.8563450991317556,0.0,0.0,1.0,0.0,0.0,0.252804312274163,0.3225444972703989,0.21944483993737243,0.252804312274163,0.0,0.0,0.252804312274163,0.3225444972703989,0.04106270360750754,0.0,0.08160213413634672,0.9505071405917217,0.9698212773982239,0.0,0.0,0.5,0.0,0.0
hp.lr,-7236446183990605731,2457956073628414375,49.95269573412005,99.99924111110641,1.0,0.0,0.0,1.0,0.0,0.0,0.670060253191778,0.8299171860510436,0.20009996658747858,0.18012160726772966,0.0,0.0,0.670060253191778,0.8299171860510436,0.0,0.0,0.0,0.2299009393370022,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,2457956073628414375,-7236446183990605731,49.95269573412005,99.99924111110641,1.0,0.0,0.0,1.0,0.0,0.0,0.670060253191778,0.8299171860510436,0.20009996658747858,0.18012160726772966,0.0,0.0,0.670060253191778,0.8299171860510436,0.0,0.0,0.0,0.2299009393370022,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7236446183990605731,8026482685841617536,44.80476837698901,97.01666394094411,0.939208030323534,0.0,0.0,0.886021370038377,0.0,0.0,0.2713332230980576,0.30746283864056323,0.11652978073404287,0.13697307095499275,0.0,0.0,0.2713332230980576,0.30746283864056323,0.0,0.0,0.005538842993827667,0.7408365431948828,0.626393040156747,0.0,0.0,0.5,0.0,0.0
hp.lr,8026482685841617536,-7236446183990605731,44.80476837698901,97.01666394094411,0.939208030323534,0.0,0.0,0.886021370038377,0.0,0.0,0.2713332230980576,0.30746283864056323,0.11652978073404287,0.13697307095499275,0.0,0.0,0.2713332230980576,0.30746283864056323,0.0,0.0,0.005538842993827667,0.7408365431948828,0.626393040156747,0.0,0.0,0.5,0.0,0.0
hp.lr,-836699083123329110,2457956073628414375,49.999999936168855,100.00000000000004,1.0,0.0,0.0,1.0,0.0,0.0,0.3500000003451936,0.7299999998325063,0.020000000025520877,0.020000000025520877,0.0,0.0,0.3500000003451936,0.7299999998325063,0.0,0.0,0.0,0.8199999997780988,0.2800000001706841,0.0,0.0,0.5,0.0,0.0
hp.lr,2457956073628414375,-836699083123329110,49.999999936168855,100.00000000000004,1.0,0.0,0.0,1.0,0.0,0.0,0.3500000003451936,0.7299999998325063,0.020000000025520877,0.020000000025520877,0.0,0.0,0.3500000003451936,0.7299999998325063,0.0,0.0,0.0,0.8199999997780988,0.2800000001706841,0.0,0.0,0.5,0.0,0.0
hp.lr,-836699083123329110,8026482685841617536,49.99972602567111,99.99999997370882,1.0,0.0,0.0,1.0,0.0,0.0,0.04000020971918345,0.15000035994703798,0.010000052878370783,0.02000010152966829,0.0,0.0,0.04000020971918345,0.15000035994703798,0.0,0.0,0.0,0.9899999506830232,0.9899999460330301,0.0,0.0,0.5,0.0,0.0
hp.lr,8026482685841617536,-836699083123329110,49.99972602567111,99.99999997370882,1.0,0.0,0.0,1.0,0.0,0.0,0.04000020971918345,0.15000035994703798,0.010000052878370783,0.02000010152966829,0.0,0.0,0.04000020971918345,0.15000035994703798,0.0,0.0,0.0,0.9899999506830232,0.9899999460330301,0.0,0.0,0.5,0.0,0.0
hp.lr,2457956073628414375,8026482685841617536,3.47411978797754,13.532699615391625,1.0,0.0,0.0,1.0,0.0,0.0,0.9995679420049635,0.9995679420049635,0.9099918805273782,0.743696569737401,0.0,0.0,0.9995679420049635,0.9995679420049635,0.0052744840095793446,0.0,0.08829916043744496,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8026482685841617536,2457956073628414375,3.47411978797754,13.532699615391625,1.0,0.0,0.0,1.0,0.0,0.0,0.9995679420049635,0.9995679420049635,0.9099918805273782,0.743696569737401,0.0,0.0,0.9995679420049635,0.9995679420049635,0.0052744840095793446,0.0,0.08829916043744496,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-1366627760031638688,-423154391158486513,48.99672810799301,99.90861359125915,0.6225922535038353,0.0,0.0,0.9898045940741774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-423154391158486513,-1366627760031638688,48.99672810799301,99.90861359125915,0.6225922535038353,0.0,0.0,0.9898045940741774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-423154391158486513,-7205013113862374310,49.97834290906995,99.99983990474695,0.8899919633979112,0.0,0.0,0.9499813335524613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7205013113862374310,-423154391158486513,49.97834290906995,99.99983990474695,0.8899919633979112,0.0,0.0,0.9499813335524613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-423154391158486513,1133467943218041044,49.92015597567468,99.99792218703014,0.7898149352010173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160119815523765,0.8501684125145597,0.0,0.0,0.5,0.0,0.0
hp.lr,1133467943218041044,-423154391158486513,49.92015597567468,99.99792218703014,0.7898149352010173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160119815523765,0.8501684125145597,0.0,0.0,0.5,0.0,0.0
hp.lr,-423154391158486513,7011721259162428031,15.57322840457342,51.50017968669518,0.3288344756083354,0.0,0.0,0.8663604000700698,0.0,0.0,0.07916292178532443,0.1012381182794687,0.014059803046726212,0.03884330476990597,0.0,0.0,0.07916292178532443,0.1012381182794687,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
