hyperparameter,source_config,destination_config,weight_sum,effective_sample_size,complexity.dist_spec_init_fft,complexity.fro_dist,complexity.fro_over_spec_fft,complexity.inverse_margin,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec_fft,complexity.log_prod_of_spec_over_margin_fft,complexity.log_spec_init_main_fft,complexity.log_spec_orig_main_fft,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec_fft,complexity.log_sum_of_spec_over_margin_fft,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin
hp.train_size,-4925556964554421379,5394004536234189983,49.99999999997197,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,5394004536234189983,-4925556964554421379,49.99999999997197,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-6824875685252503051,-7994838678974901997,49.9999999999578,100.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000139,0.929999999999948,0.7399999999999286,0.7199999999999126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7994838678974901997,-6824875685252503051,49.9999999999578,100.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000139,0.929999999999948,0.7399999999999286,0.7199999999999126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-6824875685252503051,5394004536234189983,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,5394004536234189983,-6824875685252503051,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7994838678974901997,5394004536234189983,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,5394004536234189983,-7994838678974901997,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2767897993245568833,-4455838542775719767,49.99999994363737,99.99999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.180000000201863,0.22000000024476246,0.19000000021313548,0.19000000021313548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-4455838542775719767,-2767897993245568833,49.99999994363737,99.99999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.180000000201863,0.22000000024476246,0.19000000021313548,0.19000000021313548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2767897993245568833,-7988495118961888434,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7988495118961888434,-2767897993245568833,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2767897993245568833,8642324953631677287,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,8642324953631677287,-2767897993245568833,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-4455838542775719767,-7988495118961888434,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7988495118961888434,-4455838542775719767,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-4455838542775719767,8642324953631677287,49.9999999107968,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000053519653,0.020000000035681257,0.020000000035681257,0.020000000035681257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,8642324953631677287,-4455838542775719767,49.9999999107968,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000053519653,0.020000000035681257,0.020000000035681257,0.020000000035681257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7988495118961888434,8642324953631677287,49.9999999762208,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400000000505873,0.19000000007432205,0.1600000000600969,0.1600000000600969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,8642324953631677287,-7988495118961888434,49.9999999762208,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400000000505873,0.19000000007432205,0.1600000000600969,0.1600000000600969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2457858489966446454,-2714238179762687198,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.96,0.23,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2714238179762687198,-2457858489966446454,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.96,0.23,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2457858489966446454,-3217250446905954417,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.96,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-3217250446905954417,-2457858489966446454,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.96,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2457858489966446454,-7961828622665826738,49.9991911102216,99.99999957454136,0.0,0.0,0.0,0.0,0.0,0.0,0.7200084335289016,0.9400092284666691,0.7000093273111471,0.6300082538141465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7961828622665826738,-2457858489966446454,49.9991911102216,99.99999957454136,0.0,0.0,0.0,0.0,0.0,0.0,0.7200084335289016,0.9400092284666691,0.7000093273111471,0.6300082538141465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2714238179762687198,-3217250446905954417,49.999721850433396,99.99999996727385,0.0,0.0,0.0,0.0,0.0,0.0,0.24000002646711646,0.4399981714919018,0.2700001607774863,0.2800002163287841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-3217250446905954417,-2714238179762687198,49.999721850433396,99.99999996727385,0.0,0.0,0.0,0.0,0.0,0.0,0.24000002646711646,0.4399981714919018,0.2700001607774863,0.2800002163287841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2714238179762687198,-7961828622665826738,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.6,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7961828622665826738,-2714238179762687198,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.6,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-3217250446905954417,-7961828622665826738,49.99950011689616,99.9999997905029,0.0,0.0,0.0,0.0,0.0,0.0,0.39000259322863107,0.6499988495964107,0.37000236905172146,0.3600024584047257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7961828622665826738,-3217250446905954417,49.99950011689616,99.9999997905029,0.0,0.0,0.0,0.0,0.0,0.0,0.39000259322863107,0.6499988495964107,0.37000236905172146,0.3600024584047257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7950895544482551312,5601271950371440340,9.839935748090523,19.97894978447958,0.0,0.0,0.0,0.0,0.0,0.0,0.3950392879627712,0.34424344775516164,0.34424344775516164,0.34424344775516164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,5601271950371440340,-7950895544482551312,9.839935748090523,19.97894978447958,0.0,0.0,0.0,0.0,0.0,0.0,0.3950392879627712,0.34424344775516164,0.34424344775516164,0.34424344775516164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7950895544482551312,8071560649310831751,5.996805001406013,11.999992748559182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,8071560649310831751,-7950895544482551312,5.996805001406013,11.999992748559182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,3624199122971023361,5601271950371440340,9.99999851816531,19.99999999999683,0.0,0.0,0.0,0.0,0.0,0.0,0.050000006930662914,0.050000006930662914,0.050000006930662914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,5601271950371440340,3624199122971023361,9.99999851816531,19.99999999999683,0.0,0.0,0.0,0.0,0.0,0.0,0.050000006930662914,0.050000006930662914,0.050000006930662914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,5601271950371440340,8071560649310831751,7.499999999999925,15.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,8071560649310831751,5601271950371440340,7.499999999999925,15.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7949823724375754998,115789110183865450,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.88,0.71,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,115789110183865450,-7949823724375754998,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.88,0.71,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7949823724375754998,371330558075729521,49.99966531717882,99.99999974716258,0.0,0.0,0.0,0.0,0.0,0.0,0.01000006693685228,0.11000068225531226,0.030000200771514947,0.04000026690993606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,371330558075729521,-7949823724375754998,49.99966531717882,99.99999974716258,0.0,0.0,0.0,0.0,0.0,0.0,0.01000006693685228,0.11000068225531226,0.030000200771514947,0.04000026690993606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7949823724375754998,9179062204036777880,49.9999999971821,99.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.18000000001011743,0.4300000000235579,0.25000000001367545,0.25000000001367545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,9179062204036777880,-7949823724375754998,49.9999999971821,99.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.18000000001011743,0.4300000000235579,0.25000000001367545,0.25000000001367545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,115789110183865450,371330558075729521,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.46,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,371330558075729521,115789110183865450,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.46,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,115789110183865450,9179062204036777880,49.99999999994704,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000408,0.9199999999999596,0.8500000000000439,0.8500000000000439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,9179062204036777880,115789110183865450,49.99999999994704,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000408,0.9199999999999596,0.8500000000000439,0.8500000000000439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,371330558075729521,9179062204036777880,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,9179062204036777880,371330558075729521,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-5263959172521801958,-7442416154307788693,49.99999994558452,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.799999999956233,0.8099999999671109,0.8500000000106308,0.7599999999127888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7442416154307788693,-5263959172521801958,49.99999994558452,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.799999999956233,0.8099999999671109,0.8500000000106308,0.7599999999127888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-5263959172521801958,-7919744695082066587,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.9,0.91,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7919744695082066587,-5263959172521801958,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.9,0.91,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-5263959172521801958,6177302181904354777,49.99999903702846,99.99999999999972,0.0,0.0,0.0,0.0,0.04000000074084345,0.0,0.6899999999870684,0.6599999997812197,0.7000000001717631,0.6199999992576807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000000105214768,0.0
hp.train_size,6177302181904354777,-5263959172521801958,49.99999903702846,99.99999999999972,0.0,0.0,0.0,0.0,0.04000000074084345,0.0,0.6899999999870684,0.6599999997812197,0.7000000001717631,0.6199999992576807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000000105214768,0.0
hp.train_size,-7442416154307788693,-7919744695082066587,49.99999999861481,100.0,0.0,0.0,0.0,0.0,0.030000000000831112,0.04000000000110815,0.6499999999944581,0.6599999999948394,0.699999999995843,0.6399999999942858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7919744695082066587,-7442416154307788693,49.99999999861481,100.0,0.0,0.0,0.0,0.0,0.030000000000831112,0.04000000000110815,0.6499999999944581,0.6599999999948394,0.699999999995843,0.6399999999942858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7442416154307788693,6177302181904354777,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.89,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,6177302181904354777,-7442416154307788693,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.89,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7919744695082066587,6177302181904354777,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.93,0.98,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,6177302181904354777,-7919744695082066587,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.93,0.98,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-1242544713842356354,-4079485976889761202,49.9999957311906,99.99999999996331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-4079485976889761202,-1242544713842356354,49.9999957311906,99.99999999996331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-1242544713842356354,-7916604761873552818,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7916604761873552818,-1242544713842356354,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-1242544713842356354,2518435512137978263,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,2518435512137978263,-1242544713842356354,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-4079485976889761202,-7916604761873552818,49.739761545367294,99.99223684972596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7916604761873552818,-4079485976889761202,49.739761545367294,99.99223684972596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-4079485976889761202,2518435512137978263,49.999999640146534,99.99999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,2518435512137978263,-4079485976889761202,49.999999640146534,99.99999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7916604761873552818,2518435512137978263,38.69782653467873,93.83550675729877,0.0,0.0,0.0,0.0,0.0,0.0,0.044836387017534535,0.05616692444680411,0.0,0.00998735723217217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,2518435512137978263,-7916604761873552818,38.69782653467873,93.83550675729877,0.0,0.0,0.0,0.0,0.0,0.0,0.044836387017534535,0.05616692444680411,0.0,0.00998735723217217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-1464153702043264641,-5045051687980465592,49.999473538974385,99.99999987807296,0.0,0.0,0.0,0.0,0.0,0.0,0.25000235668511334,0.5000039395407228,0.23000220915590572,0.250002408071442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-5045051687980465592,-1464153702043264641,49.999473538974385,99.99999987807296,0.0,0.0,0.0,0.0,0.0,0.0,0.25000235668511334,0.5000039395407228,0.23000220915590572,0.250002408071442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-1464153702043264641,-7913275820961489730,49.999861764205505,99.99999999299158,0.0,0.0,0.0,0.0,0.0,0.0,0.45000091549766547,0.7500006145716875,0.43000086244030783,0.42000083479419187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7913275820961489730,-1464153702043264641,49.999861764205505,99.99999999299158,0.0,0.0,0.0,0.0,0.0,0.0,0.45000091549766547,0.7500006145716875,0.43000086244030783,0.42000083479419187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-1464153702043264641,6662366885834524395,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.0,0.94,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,6662366885834524395,-1464153702043264641,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.0,0.94,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-5045051687980465592,-7913275820961489730,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.74,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7913275820961489730,-5045051687980465592,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.74,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-5045051687980465592,6662366885834524395,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.0,0.81,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,6662366885834524395,-5045051687980465592,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.0,0.81,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7913275820961489730,6662366885834524395,49.999220989778,99.99999987651562,0.0,0.0,0.0,0.0,0.0,0.0,0.9699998328458892,1.0,0.929999141648921,0.9099991565731793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,6662366885834524395,-7913275820961489730,49.999220989778,99.99999987651562,0.0,0.0,0.0,0.0,0.0,0.0,0.9699998328458892,1.0,0.929999141648921,0.9099991565731793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2277638926505039928,-430193169065787070,49.94305054678009,99.9998171068901,0.0,0.0,0.0,0.0,0.0,0.0,0.6697577419247692,0.8899009878341815,0.6297533616282615,0.5497688922313264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-430193169065787070,-2277638926505039928,49.94305054678009,99.9998171068901,0.0,0.0,0.0,0.0,0.0,0.0,0.6697577419247692,0.8899009878341815,0.6297533616282615,0.5497688922313264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2277638926505039928,-588923063150421362,49.99999999117181,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999993950006,0.7899999999711144,0.45999999993877627,0.42999999993431565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-588923063150421362,-2277638926505039928,49.99999999117181,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999993950006,0.7899999999711144,0.45999999993877627,0.42999999993431565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-2277638926505039928,-7890611004046640347,49.99999980518006,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9699999998843221,0.8399999994701306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-7890611004046640347,-2277638926505039928,49.99999980518006,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9699999998843221,0.8399999994701306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-430193169065787070,-588923063150421362,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.98,0.63,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp.train_size,-588923063150421362,-430193169065787070,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.98,0.63,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
